claim_uuid,claim_id,product_uuid,stage_uuid,claim_type,statement,missing_evidence
7112bb75-794c-53a4-a64d-b04c12dfb991,4026,c95520f4-65c0-569f-b1d4-8da67cf2d449,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
3670552b-b82b-50f8-926b-d82d5e261d73,4027,003f4e82-b4e2-5a44-98f2-f1afec956d5f,,msc certified sustainable,This product is made from MSC certified sustainable wild-caught fish.,False
3945ab30-46ef-574e-8469-b530715a0dbf,4028,003f4e82-b4e2-5a44-98f2-f1afec956d5f,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
7fe9f1b0-8f73-5125-9154-f3250ca93eec,4029,003f4e82-b4e2-5a44-98f2-f1afec956d5f,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
b10b1889-8f67-58ca-b62f-5b9cb098737b,4030,f9f68da6-9b15-5435-abb9-6b15107c0f7d,,non-gmo project verified,This product contains no genetically modified ingredients.,False
8f5449b2-c114-5e41-b62d-b681deea1494,4031,5271b173-1b57-5ace-bb35-4253a712a456,,vegan,This product is suitable for vegans.,False
c3a2a8fd-9adc-5cac-980c-4a923b2c67d7,4032,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,True
f6145c0e-80fc-550b-9524-7d90c9760480,4033,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
1151bbc8-cd8e-5a56-a0f9-3ab5128b0992,4034,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
78c3c9fd-69f2-5891-8a2f-e58d07b962af,4035,fef23aa6-b573-5344-ab81-88eac69e1829,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
4a52b917-0a01-5dc1-b18a-a52f8b32681d,4036,1723325b-fef7-503e-b9d7-846e7c92802b,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
655d9061-84a8-596c-8f45-1d834c684637,4037,1723325b-fef7-503e-b9d7-846e7c92802b,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",True
a1942d57-9fe1-564a-9c7b-4a028b61413b,4038,1723325b-fef7-503e-b9d7-846e7c92802b,,pdo protected,This product holds Protected Designation of Origin status.,False
0a5734e6-30d2-56df-892a-5b866240095f,4039,b79bf84a-4cec-5a85-8a73-c88019ba0a54,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
eef29165-aa1e-5b0a-9451-4ee1d4144b7b,4040,b79bf84a-4cec-5a85-8a73-c88019ba0a54,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,False
e9b0ad91-3fff-5df3-b414-3e2f1b7261e4,4041,b79bf84a-4cec-5a85-8a73-c88019ba0a54,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
8497bed3-db95-5f11-93bd-7bd77de9c851,4042,f4f300ef-b389-5560-bb6e-c3c451b7de68,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
9f71965b-7cde-5a91-b28b-102aadadfcd1,4043,f4f300ef-b389-5560-bb6e-c3c451b7de68,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
3f0c8fec-f3e9-5d0a-9f49-442a1808ed72,4044,dca58130-590f-5720-8bf7-275a44323630,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
f4fd32f4-ac9b-56c3-bd2a-cfe5dd6312d2,4045,dca58130-590f-5720-8bf7-275a44323630,,carbon neutral certified,This product is certified carbon neutral.,True
69953416-065a-5ded-94ce-88c642dbd7f4,4046,dca58130-590f-5720-8bf7-275a44323630,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
20c58716-5bab-52cc-b726-3234c7018469,4047,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,,asc certified,This product is from ASC certified responsible aquaculture.,False
8cd4ea7b-1a60-5638-86d7-7487bf0474ee,4048,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,,vegan,This product is suitable for vegans.,False
3e756328-948a-5666-b2da-f929776532d7,4049,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
2661fcaa-f7e4-5e07-bd73-5b4f3d942315,4050,4a6cf708-9818-59e5-9dac-8a10103e17d7,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
833d8119-e201-5223-a036-3f68410dc680,4051,50ede61f-eb51-5ebe-be90-41f1717188a9,,utz certified,This product is UTZ certified for sustainable sourcing.,True
9c7e58f1-3a92-54bf-8f48-a6e38858f19a,4052,50ede61f-eb51-5ebe-be90-41f1717188a9,,non-gmo project verified,This product contains no genetically modified ingredients.,True
7f60a0b3-ce51-5cff-8935-31ea16ccb182,4053,50ede61f-eb51-5ebe-be90-41f1717188a9,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
210a692d-ba8a-5afd-b468-09c3268b4f3b,4054,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,,pdo protected,This product holds Protected Designation of Origin status.,True
2c7f40a4-29c4-5600-a68d-69ade55f553d,4055,9cd0f172-1894-5f09-91de-8f321e47c38e,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
b3d2cc28-5cd5-5b5e-b943-8f16a3c12d36,4056,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,,pdo protected,This product holds Protected Designation of Origin status.,True
b2aae9ce-ce52-5162-b740-f60fa2a5994c,4057,0a1643b2-fff8-573e-a5af-f2575ccd431d,,pdo protected,This product holds Protected Designation of Origin status.,False
48127591-d952-51c0-a857-ab6327510653,4058,45cbbf5f-794d-5bd9-8dbb-0d6872239325,,asc certified,This product is from ASC certified responsible aquaculture.,False
933996f4-3364-57ac-a913-8a1cdd57cc66,4059,45cbbf5f-794d-5bd9-8dbb-0d6872239325,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,True
505fb435-cbb4-5760-8f11-974d532bf8b4,4060,a69a1bd6-2f15-5964-8de3-a83f35b40078,,carbon neutral certified,This product is certified carbon neutral.,True
97d61a98-9d7b-5a78-89de-1ae8c1262f3d,4061,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,,asc certified,This product is from ASC certified responsible aquaculture.,True
03b22971-73b6-5630-b9d0-e983760444ca,4062,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
7c6ba8ae-3c50-5084-b37a-4afc76ba60e3,4063,e51fe116-5b3f-5e37-8844-13f75f128a04,,vegan,This product is suitable for vegans.,True
c8fcbc89-53cf-5b92-858b-24f153f4282f,4064,e51fe116-5b3f-5e37-8844-13f75f128a04,,carbon neutral certified,This product is certified carbon neutral.,False
71474a81-6ad2-5428-8489-ae2c08a29917,4065,da1cf73c-7c33-50a7-89fd-5fd7674a2975,,pdo protected,This product holds Protected Designation of Origin status.,True
d3ac1a47-971e-57a7-970d-b7f59aec9c4c,4066,da1cf73c-7c33-50a7-89fd-5fd7674a2975,,kosher,This product is kosher certified.,True
ffbabe37-df0c-5f59-a097-a7f6559978d3,4067,da1cf73c-7c33-50a7-89fd-5fd7674a2975,,non-gmo project verified,This product contains no genetically modified ingredients.,False
cf90e9cc-c4bf-53d8-b1a8-24122b96583e,4068,0ffc06bd-a24e-5806-8739-f931ffaa9fac,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,True
093d43c7-59cf-5288-828e-e2d12be35212,4069,0ffc06bd-a24e-5806-8739-f931ffaa9fac,,kosher,This product is kosher certified.,False
c560cb6c-277d-55e8-b0cf-ddbca5c59e35,4070,0ffc06bd-a24e-5806-8739-f931ffaa9fac,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
2fc7d868-b692-5799-8fe8-22e08bd762ec,4071,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
7ef2af4e-48aa-5133-bc2a-2035a8265f33,4072,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
6e05a54a-6cbd-5f5e-9aa1-d1e78ee09278,4073,6c329b73-7531-533f-a300-caaa89b57081,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
3ad7918b-cf51-5234-8f15-b399bd9fd3a0,4074,6c329b73-7531-533f-a300-caaa89b57081,,kosher,This product is kosher certified.,False
904a2ac1-49eb-5571-b4a0-298f441e5fab,4075,5fd350b4-729f-5a6a-991c-4bf6de446db1,,utz certified,This product is UTZ certified for sustainable sourcing.,True
4dcb8a44-f058-5bf9-931e-d72e82d45362,4076,5fd350b4-729f-5a6a-991c-4bf6de446db1,,non-gmo project verified,This product contains no genetically modified ingredients.,False
31b6ba93-7c5d-5d5e-8e86-b4bc66372729,4077,9daec94a-9915-51cb-992f-669ca771a941,,vegan,This product is suitable for vegans.,False
92b3b290-0f90-5d8a-9a21-306e57c0374f,4078,9daec94a-9915-51cb-992f-669ca771a941,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
19d3bfb2-963b-5fe5-8947-7c832ec6fffa,4079,9daec94a-9915-51cb-992f-669ca771a941,,asc certified,This product is from ASC certified responsible aquaculture.,True
3359629b-b585-5a01-9325-62ad2a0b3abb,4080,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,,carbon neutral certified,This product is certified carbon neutral.,False
6a064aba-7f30-5d1a-8be6-6160c8924968,4081,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,False
47177335-9ed1-555c-b1ae-10709571c4d2,4082,c4a5d168-7718-56a7-81a7-310962e2aca0,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
050f4034-b707-5654-90b6-fa8d2277bcdd,4083,c4a5d168-7718-56a7-81a7-310962e2aca0,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,True
ed572009-a72d-5d51-8df3-fc2899caa606,4084,c4a5d168-7718-56a7-81a7-310962e2aca0,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
67079cf2-516c-52f8-8454-3c3dbd2d4aa5,4085,961972d1-bc00-5f20-a63f-246f7293f2be,,carbon neutral certified,This product is certified carbon neutral.,True
0614c715-91bc-5ee3-86c4-03a1a2eb7c57,4086,961972d1-bc00-5f20-a63f-246f7293f2be,,asc certified,This product is from ASC certified responsible aquaculture.,True
ef535a3d-d8be-5921-ab90-a31429104723,4087,0f2a198d-c07b-59db-8228-8e0853305cde,,utz certified,This product is UTZ certified for sustainable sourcing.,True
b80c43bf-258a-56d7-a002-96d2386830c7,4088,0f2a198d-c07b-59db-8228-8e0853305cde,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
c99d56db-888d-5052-9c79-f7fc7ec864f7,4089,0d60e6a4-e959-5c3e-9cfb-22e204929744,,non-gmo project verified,This product contains no genetically modified ingredients.,False
5babef8d-5f02-54d2-9a22-eb91969d5d85,4090,0d60e6a4-e959-5c3e-9cfb-22e204929744,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
5408ed4c-9336-55c2-9970-6e22efa4790a,4091,0d60e6a4-e959-5c3e-9cfb-22e204929744,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
18eaf766-c489-5885-97bc-eb6b02258bce,4092,9373d074-38f0-5687-bc5a-ea6134f7cacc,,non-gmo project verified,This product contains no genetically modified ingredients.,False
7bd7df5a-afac-59eb-8d41-4a39b89ceb37,4093,9373d074-38f0-5687-bc5a-ea6134f7cacc,,pdo protected,This product holds Protected Designation of Origin status.,False
a9bd7a1d-8e9c-5b00-829e-a2804594f5b8,4094,9373d074-38f0-5687-bc5a-ea6134f7cacc,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
6ded93f7-a459-59d0-8da6-7d61e55d962f,4095,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,,vegan,This product is suitable for vegans.,False
bbed0821-523d-518b-ac18-c249c568d57b,4096,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
67452209-ba4e-5e18-941a-ff99350cef1b,4097,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
b13ff4f0-cc89-52ae-bc93-a8c202bd522b,4098,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,False
cbb623af-a7e7-5334-bfff-f026e9b5b4d3,4099,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
59ad315b-8cba-536a-ab43-d169d1cc9187,4100,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
a52a3e1d-4088-52c0-8a13-d7639f9ad94a,4101,a18bacfc-19ac-5525-a85c-65870082cf1d,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
74bfea7c-bab0-5a1c-8992-646672d24074,4102,f48bad2d-832a-589f-8ecf-a087520b9e6c,,asc certified,This product is from ASC certified responsible aquaculture.,True
5ef8b224-6772-52ab-89bd-554fb966c30a,4103,f48bad2d-832a-589f-8ecf-a087520b9e6c,,utz certified,This product is UTZ certified for sustainable sourcing.,True
18cbd5aa-5085-5bc6-992b-24a050dc4fee,4104,22ecd446-d259-504b-9d2d-fbef7d4b0276,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",True
0d62e0a8-9d75-503c-af37-cacd6c88b382,4105,22ecd446-d259-504b-9d2d-fbef7d4b0276,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,False
235a4a7e-313e-59e6-8fe1-823a01f6963a,4106,22ecd446-d259-504b-9d2d-fbef7d4b0276,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
d1a37c9a-6298-5b23-bc64-a5afc1383650,4107,d53303ae-8986-5d3c-897e-b6e79f05cd7b,,asc certified,This product is from ASC certified responsible aquaculture.,True
982f3deb-ddca-5e17-8740-ed8a8115539a,4108,d53303ae-8986-5d3c-897e-b6e79f05cd7b,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
bed914f3-34dd-55d2-b031-1604ad01bf96,4109,a1a412c7-b193-525c-9865-825106d41877,,pdo protected,This product holds Protected Designation of Origin status.,False
2d7b8e5d-135a-5ec3-aa04-3525fb161bd9,4110,a1a412c7-b193-525c-9865-825106d41877,,non-gmo project verified,This product contains no genetically modified ingredients.,False
a0307a37-bf5f-5541-8832-e97907ae6e03,4111,e40c4bd5-89ce-5182-9a4f-713191d39d38,,kosher,This product is kosher certified.,False
9809cc0a-19d9-5421-8edf-3746574f50ec,4112,e40c4bd5-89ce-5182-9a4f-713191d39d38,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
6542cb5c-ebc5-5254-8db0-541857f7cbfa,4113,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,True
9f20a9d2-5e00-5bcb-a63a-fd49447ce32d,4114,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,,carbon neutral certified,This product is certified carbon neutral.,False
edbc9afd-049d-5b35-84eb-780759cd4248,4115,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,,msc certified sustainable,This product is made from MSC certified sustainable wild-caught fish.,False
eba8f998-a29c-5ef4-b831-13a7056bd779,4116,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,False
800c4de2-058b-554b-bd0a-7db5501beb14,4117,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,,vegan,This product is suitable for vegans.,True
d3539514-8f7e-58cb-bbe5-bc00dc08a449,4118,71d1ec94-7068-5b03-aa37-77b9803f36fa,,carbon neutral certified,This product is certified carbon neutral.,True
15163e32-92b4-5fd9-ab20-d6b3daf734b8,4119,71d1ec94-7068-5b03-aa37-77b9803f36fa,,vegan,This product is suitable for vegans.,True
ace80fb4-2605-5e2c-8a6c-4e4dfc723b11,4120,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,,msc certified sustainable,This product is made from MSC certified sustainable wild-caught fish.,False
f22938fc-9e1f-57b3-ba3d-2f7c5c67db89,4121,f60914c6-0765-514e-ab4c-50eb31cf8672,,carbon neutral certified,This product is certified carbon neutral.,False
76783426-d749-58d4-a3bd-85c80110b429,4122,f60914c6-0765-514e-ab4c-50eb31cf8672,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
e3373253-9b31-5212-8c87-57d01207f398,4123,f60914c6-0765-514e-ab4c-50eb31cf8672,,utz certified,This product is UTZ certified for sustainable sourcing.,False
34849d51-a8f9-5ccf-8ccf-cbfcd47eb82a,4124,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
ad4b4e63-b290-5012-b116-9bea43b29c7a,4125,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,True
9e220c41-2c66-5147-99a6-973d7b938a69,4126,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,,msc certified sustainable,This product is made from MSC certified sustainable wild-caught fish.,False
55cab882-5196-5b9b-910c-b52915b02763,4127,334107c1-80d7-5332-9942-e975b4f1de5a,,pdo protected,This product holds Protected Designation of Origin status.,False
9c46eb77-9fb4-5349-8c2e-eae71e762c81,4128,334107c1-80d7-5332-9942-e975b4f1de5a,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,True
21b5b69e-d0bc-580e-b608-92f49a13dc81,4129,334107c1-80d7-5332-9942-e975b4f1de5a,,vegan,This product is suitable for vegans.,True
f85bf6d2-4bdb-529c-98a5-de15489d9e19,4130,ab00ecec-36a3-5509-b5c1-b588f3298f64,,utz certified,This product is UTZ certified for sustainable sourcing.,False
d9defe2b-3592-5bf2-9c27-5f75d7fb2d49,4131,ab00ecec-36a3-5509-b5c1-b588f3298f64,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
944e1960-949f-5e71-8a1d-6963ca5423e9,4132,ab00ecec-36a3-5509-b5c1-b588f3298f64,,vegan,This product is suitable for vegans.,False
c13100f8-d263-5214-a8b9-72cb03215675,4133,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,,red tractor assured,This product is Red Tractor assured for British farming standards.,False
d4a1ff9f-a4ca-55e4-8529-c12a174674cc,4134,14a2f731-9946-586b-81c6-e8bfd1593242,,asc certified,This product is from ASC certified responsible aquaculture.,False
47219c4b-30be-5396-91a6-33f3b06cfee5,4135,14a2f731-9946-586b-81c6-e8bfd1593242,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
4ad7d041-9ff8-57f4-92ba-56e97c989459,4136,14a2f731-9946-586b-81c6-e8bfd1593242,,carbon neutral certified,This product is certified carbon neutral.,False
74a67f3d-f607-52ad-aa55-e4f090ed7e32,4137,31a93434-57fb-5e00-99ee-26f6a00d14b2,,carbon neutral certified,This product is certified carbon neutral.,False
9cd97129-2188-5861-8d5f-8f2d677d775f,4138,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,,asc certified,This product is from ASC certified responsible aquaculture.,False
00f4b9e6-63ec-519b-b428-340024f001d6,4139,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
1b00c280-e293-5667-8a4d-59ba5f7f1214,4140,27eccc03-c587-502a-be5a-5a5d4aa35b54,,vegan,This product is suitable for vegans.,False
dcdbe7d5-7202-557b-9f34-5f76b1da92ae,4141,27eccc03-c587-502a-be5a-5a5d4aa35b54,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
6c97307f-6508-5029-8d95-52478788b7b6,4142,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
d79d0239-6bf4-53f3-964a-b2f25be4cdd4,4143,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,,fairtrade,"This product is Fairtrade certified, ensuring fair wages for producers.",False
90ad996c-1658-57eb-870c-bf20030eb6af,4144,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,,kosher,This product is kosher certified.,False
4422904c-df8d-5491-bb1f-ea5f5286c6e3,4145,356221fb-43c5-5f26-9882-b6449a0f334b,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,False
8aee6d63-0365-59d6-9515-8e99706e5ea4,4146,356221fb-43c5-5f26-9882-b6449a0f334b,,utz certified,This product is UTZ certified for sustainable sourcing.,False
905e9acb-67d0-53b2-a43f-56f1c2585ac2,4147,8ed161fa-14dd-5faa-87b9-ee936b2436a7,,vegan,This product is suitable for vegans.,False
4a047223-ce40-55df-9686-3b66beafe981,4148,8ed161fa-14dd-5faa-87b9-ee936b2436a7,,asc certified,This product is from ASC certified responsible aquaculture.,False
90029508-40dc-5a0d-8617-979d52192f8b,4149,8ed161fa-14dd-5faa-87b9-ee936b2436a7,,sustainable farming,This product is sourced from farms meeting sustainable practice standards.,True
02d0b883-d318-52d3-92f0-6d0d8df48375,4150,1de10981-4bad-59c2-87de-173ae763682c,,asc certified,This product is from ASC certified responsible aquaculture.,False
448a88a0-f728-58e2-b97a-07ba58938f48,4151,1de10981-4bad-59c2-87de-173ae763682c,,rspo certified sustainable palm oil,Palm oil in this product is from RSPO certified sustainable sources.,False
e7cd3e36-7c02-5348-9821-d4cc39aaecd1,4152,98c024f2-2ad6-5a7d-9b39-e9d5816b9113,,msc certified sustainable,This product is made from MSC certified sustainable wild-caught fish.,False
da19f119-44e9-54dc-bdc2-c4b06a75656a,4153,4f5fdf32-ab7e-59c5-ba5b-9421dc62dfb0,,asc certified,This product is from ASC certified responsible aquaculture.,False
3f3813af-a0ff-571a-b9b0-7cafd7b37bc8,4154,4f5fdf32-ab7e-59c5-ba5b-9421dc62dfb0,,organic,This product is certified organic with no synthetic pesticides or fertilisers.,False
897332e3-3346-5bac-8e27-ff89bd56bc2b,4155,d2d6faf6-481d-5b1e-bff4-fcaaa1a86657,,carbon neutral certified,This product is certified carbon neutral.,False
eed1281a-0409-5590-a9b1-57c2287e4669,4156,d2d6faf6-481d-5b1e-bff4-fcaaa1a86657,,asc certified,This product is from ASC certified responsible aquaculture.,False
b30fbb32-4d9b-5d5e-a288-0d9fff782ec4,4157,d2d6faf6-481d-5b1e-bff4-fcaaa1a86657,,leaf marque sustainable farming,This product is sourced from LEAF Marque accredited farms.,True
478f5bdd-4db1-599e-a26a-92b138cf263a,4158,275cf7a2-34dd-54d2-b19e-e0eeb8a8de24,,utz certified,This product is UTZ certified for sustainable sourcing.,False
6d91cf35-6f94-5bb1-b2fd-9b06967cd890,4159,275cf7a2-34dd-54d2-b19e-e0eeb8a8de24,,red tractor assured,This product is Red Tractor assured for British farming standards.,True
b09cd1b6-780c-544d-8d83-8a44923b14b6,4160,275cf7a2-34dd-54d2-b19e-e0eeb8a8de24,,rainforest alliance certified,This product is sourced from Rainforest Alliance certified farms.,False
