product_uuid,product_id,name,category,description,qr_token
5fd350b4-729f-5a6a-991c-4bf6de446db1,5010102245143,Double Strength Apple And Blackcurrent,fruit juice,Double Strength Apple And Blackcurrent by Robinsons,5010102245143
9daec94a-9915-51cb-992f-669ca771a941,5011273040698,runny honey,honey,runny honey by Rowse,5011273040698
b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,5052909732600,Clear Honey,honey,Clear Honey by Tesco,5052909732600
c4a5d168-7718-56a7-81a7-310962e2aca0,5011273040339,Organic Honey,honey,Organic Honey by Rowse,5011273040339
961972d1-bc00-5f20-a63f-246f7293f2be,5060298571250,Blossom Honey,honey,Blossom Honey by Hilltop,5060298571250
0f2a198d-c07b-59db-8228-8e0853305cde,4056489710066,Runny honey,honey,Runny honey by Maribel,4056489710066
0d60e6a4-e959-5c3e-9cfb-22e204929744,5060298572431,Blossom Honey,honey,Blossom Honey by Hilltop,5060298572431
9373d074-38f0-5687-bc5a-ea6134f7cacc,4088600020280,Squeezy Honey,honey,Squeezy Honey by GRANDESSA,4088600020280
e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,5011273024650,Runny Honey,honey,Runny Honey by Rowse,5011273024650
5d54ca08-03f8-5abc-b2b0-27ea16e6009d,4056489519928,Manuka Honey,honey,Manuka Honey by Lidl,4056489519928
65900a67-9ec2-5bf6-9dd1-babae5f7faa9,1789621,Runny Honey,honey,Runny Honey by Sainsbury's,1789621
a18bacfc-19ac-5525-a85c-65870082cf1d,4056489307020,Clear Honey,honey,Clear Honey by Lidl,4056489307020
f48bad2d-832a-589f-8ecf-a087520b9e6c,5057545952931,Clear Honey,honey,Clear Honey by Tesco,5057545952931
22ecd446-d259-504b-9d2d-fbef7d4b0276,8076802085981,Fusilli 98,pasta & rice,Fusilli 98 by Barilla,8076802085981
d53303ae-8986-5d3c-897e-b6e79f05cd7b,8076809545440,Spaghetti Senza Glutine,pasta & rice,Spaghetti Senza Glutine by Barilla,8076809545440
a1a412c7-b193-525c-9865-825106d41877,8008343201179,gnocchi di patate,pasta & rice,gnocchi di patate by Rummo,8008343201179
e40c4bd5-89ce-5182-9a4f-713191d39d38,8001250120342,Fusilli No. 34,pasta & rice,Fusilli No. 34 by DE CECCO,8001250120342
7ecfaf65-164e-5e75-9eb2-b4fcf11de750,8801073110502,Artificial Spicy Chicken Flavor Stir-Fried Ramen,pasta & rice,Artificial Spicy Chicken Flavor Stir-Fried Ramen by Buldak,8801073110502
1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,3159470000120,CORN FLAKES,bread & cereals,CORN FLAKES by Kellogg's,3159470000120
71d1ec94-7068-5b03-aa37-77b9803f36fa,5010477348630,"Muesli bio 36% fruits, noix & graines",bread & cereals,"Muesli bio 36% fruits, noix & graines by Jordans",5010477348630
c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,5010029229110,Crispy Minis Choco,bread & cereals,Crispy Minis Choco by Weetabix,5010029229110
f60914c6-0765-514e-ab4c-50eb31cf8672,8402001010873,Muesli Crunchy,bread & cereals,Muesli Crunchy by Hacendado,8402001010873
a1490ad5-2574-5d0d-a3b4-0f269107f5a1,5010029000016,Weetabix,bread & cereals,Weetabix by Weetabix,5010029000016
334107c1-80d7-5332-9942-e975b4f1de5a,5010029000801,Weetabix,bread & cereals,Weetabix by Weetabix,5010029000801
ab00ecec-36a3-5509-b5c1-b588f3298f64,5059319030517,kelloggs corn flakes,bread & cereals,kelloggs corn flakes by Kelloggs,5059319030517
1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,5053827101424,Smacks,bread & cereals,"Smacks by Kellogg's, Smacks",5053827101424
14a2f731-9946-586b-81c6-e8bfd1593242,7622201693916,Full fat soft cheese,dairy,Full fat soft cheese by PHILADELPHIA,7622201693916
31a93434-57fb-5e00-99ee-26f6a00d14b2,20994945,Natural Cottage Cheese,dairy,Natural Cottage Cheese by Milbona,20994945
2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,3175460000017,Full Fat Soft Cheese with Garlic & Herbs,dairy,Full Fat Soft Cheese with Garlic & Herbs by Boursin,3175460000017
27eccc03-c587-502a-be5a-5a5d4aa35b54,7622201695521,Original Philadelphia,dairy,Original Philadelphia by Philadelphia,7622201695521
d2e81760-8058-54d8-a4ca-a7d48d9e39ad,5202390020407,Greek White panetto,dairy,Greek White panetto by Violife,5202390020407
356221fb-43c5-5f26-9882-b6449a0f334b,8000430135268,Galbani mozzarella - maxi 250g,dairy,Galbani mozzarella - maxi 250g by Galbani,8000430135268
8ed161fa-14dd-5faa-87b9-ee936b2436a7,8000430132267,Mozzarella mini,dairy,Mozzarella mini by Galbani,8000430132267
1de10981-4bad-59c2-87de-173ae763682c,5057967395132,SOFT CHEESE,dairy,SOFT CHEESE by TESCO,5057967395132
98c024f2-2ad6-5a7d-9b39-e9d5816b9113,20103286,Goldessa Original Cheese spread creamy,dairy,Goldessa Original Cheese spread creamy by Milbona,20103286
4f5fdf32-ab7e-59c5-ba5b-9421dc62dfb0,5000295142893,Our Mature Cheddar,dairy,Our Mature Cheddar by Cathedral City,5000295142893
d2d6faf6-481d-5b1e-bff4-fcaaa1a86657,5010482954727,Salt & Pepper Chicken with Rice,meat & poultry,Salt & Pepper Chicken with Rice by Myprotein,5010482954727
275cf7a2-34dd-54d2-b19e-e0eeb8a8de24,29493395,Nutrient Dense Romesco Chicken,meat & poultry,Nutrient Dense Romesco Chicken by M&S,29493395
4363a876-7947-5455-9b17-3721487a1d9e,5000157024761,Tesco British Chicken Breast Fillets,meat & poultry,Tesco British Chicken Breast Fillets by Tesco,5000157024761
fe61420a-95af-5ea1-8eef-11274b821700,5051007049935,Sainsbury's British Chicken Thighs,meat & poultry,Sainsbury's British Chicken Thighs by Sainsbury's,5051007049935
dd2135d9-113f-58a1-a4ad-39e10794103b,5000393700019,Waitrose British Beef Mince 500g,meat & poultry,Waitrose British Beef Mince 500g by Waitrose,5000393700019
c47f8301-44c2-5e75-b149-baeed168ae7c,5000436396015,Asda British Pork Sausages,meat & poultry,Asda British Pork Sausages by Asda,5000436396015
9ae09c0a-2d7b-5fe7-9a34-9a5e93398967,5010251082116,M&S British Turkey Breast Slices,meat & poultry,M&S British Turkey Breast Slices by M&S,5010251082116
20cb986d-59d7-5aa2-9627-a7664103d069,5051007026936,Sainsbury's Aberdeen Angus Beef Burger,meat & poultry,Sainsbury's Aberdeen Angus Beef Burger by Sainsbury's,5051007026936
c8b35ee4-9ebc-5188-8292-b6d7aebb2358,5000157047067,Tesco British Diced Lamb Shoulder,meat & poultry,Tesco British Diced Lamb Shoulder by Tesco,5000157047067
6d1d4286-c65a-58b9-ae79-560c210662c2,5000436098521,Asda Smoked Back Bacon Rashers,meat & poultry,Asda Smoked Back Bacon Rashers by Asda,5000436098521
107a5329-e4b0-5c80-9dd1-b16990bc3298,3019081238650,Sardines huile d'olives et piment,fish & seafood,Sardines huile d'olives et piment by Parmentier,3019081238650
482639a8-557f-587d-9290-44114fa09e6f,5060088700082,Peanut Butter Protein Bars,fish & seafood,Peanut Butter Protein Bars by nakd,5060088700082
a415d0b8-a5eb-525b-9954-cb77d0155c90,5000116111978,Fish fingers,fish & seafood,Fish fingers by Birds Eye,5000116111978
c8eb4b89-721c-59be-99a0-da4f689e7c7b,8004030026018,"Rio mare salatuna mexico style with red beans, corn and peppers",fish & seafood,"Rio mare salatuna mexico style with red beans, corn and peppers by RIO mare",8004030026018
867a2285-6048-5968-91cf-4887f038d89f,5000116111947,Cod Fish Fingers,fish & seafood,Cod Fish Fingers by Birds Eye,5000116111947
0e90de1f-df13-5b3f-be35-adc8e07918f8,8004030022010,Light Tuna Salad,fish & seafood,Light Tuna Salad by RIO mare,8004030022010
72063d8a-7f02-5e04-8499-b2d43ed43b87,4056489350804,Skinless & Boneless Mackerel Fillets In Tomato Sauce,fish & seafood,Skinless & Boneless Mackerel Fillets In Tomato Sauce by Nixe,4056489350804
7782bdb2-0efd-51e0-b6b1-160096f06293,3254474018635,Coeurs de palmiers,canned goods,Coeurs de palmiers by Géant Vert,3254474018635
080ced10-c031-522d-abc0-a17d6a7af432,8000320010118,Rosii Cirio Diced Tomatoes,canned goods,"Rosii Cirio Diced Tomatoes by Cirio, Cirio La polpa rustica",8000320010118
2661b5dc-3eed-5b45-8af8-32d0662f7e9f,5012818160154,Chopped Garlic,canned goods,Chopped Garlic by Very Lazy,5012818160154
472081f8-1008-5fca-9244-8050ddfdc247,5060336505209,Small chunk pickle,canned goods,Small chunk pickle by Branston,5060336505209
2f77cf77-4747-5386-87a5-01343c74faf5,5031021164032,Italian Chopped Tomatoes,canned goods,Italian Chopped Tomatoes by Tesco,5031021164032
f47c867a-6f0e-581c-bbf6-3e985c9f6961,1268423,Italian Chopped Tomatoes in tomato juice,canned goods,Italian Chopped Tomatoes in tomato juice by Sainsbury's,1268423
e129caf7-c48d-5ed9-82c9-668409b2bfc7,20164072,Chopped Tomatoes,canned goods,Chopped Tomatoes by Simply,20164072
a7aa433e-a714-5598-94bb-045757fc9a0f,5000232901422,Batchelors : Mushy Original,canned goods,Batchelors : Mushy Original by Batchelors,5000232901422
ecb4cecc-9db2-5f1d-a540-6172a1e6ffba,20047238,Nussmix,nuts & seeds,Nussmix by Alesto Selection,20047238
448537da-5f45-5cc3-8596-196021f26e57,4056489682677,Pecan Nuts natural,nuts & seeds,Pecan Nuts natural by Alesto Selection,4056489682677
50d82bef-3fac-55eb-920d-29a7a16e6d90,20202392,Brazil Nuts,nuts & seeds,"Brazil Nuts by Alesto, Lidl, Lidl Alesto",20202392
f42ea80e-3647-5d1a-afda-4248c0dd7f5e,5018357012497,simply nutty muesli,nuts & seeds,simply nutty muesli by dorset cereals,5018357012497
340c9e77-10e7-5df2-9932-41d6d5bc8841,4335619014480,Californian Pistachios roasred & salted,nuts & seeds,"Californian Pistachios roasred & salted by Alesto,Lidl",4335619014480
2ea4690a-2fbb-57c1-8c7a-690df8eec1fa,4056489104230,Cashews roasted & salted,nuts & seeds,Cashews roasted & salted by Alesto,4056489104230
ad024d34-41e1-5a3f-8366-2476c88d07e3,8715700407760,Tomato Ketchup BIO,condiments,Tomato Ketchup BIO by Heinz,8715700407760
b86d26ca-e58b-52e7-8465-9d375fd05a7d,8715035110106,Sojasauce,condiments,Sojasauce by Kikkoman,8715035110106
c101b486-f7b4-5e0a-8673-6f7e8be1763f,87157215,Tomato Ketchup,condiments,Tomato Ketchup by Heinz,87157215
265866d8-6951-50f4-969b-7ef2aafab5d2,8715035110304,Soy Sauce,condiments,Soy Sauce by Kikkoman,8715035110304
0aec4ca7-2c3a-520b-a6d1-61e60dee18af,8005110517006,Pastasaus m/Basilikum,condiments,"Pastasaus m/Basilikum by Mutti, Oluf lorentzen as",8005110517006
df94297b-b723-533b-8d4d-a300d457e1e7,8715035130104,Salsa di Soia,condiments,Salsa di Soia by Kikkoman,8715035130104
14554e14-0bf2-52b2-8a2f-b43b1f8cc601,50457243,Heinz Ketchup,condiments,Heinz Ketchup by Heinz,50457243
5dc324d9-1a77-53f2-8766-a78cc1080f3b,50457236,Tomato Ketchup,condiments,Tomato Ketchup by Heinz,50457236
4bbfedd5-3263-5bbc-93d3-4fd2a7435868,80042563,Passierte Tomaten im Glas,condiments,Passierte Tomaten im Glas by Mutti,80042563
8cf25d77-5347-5151-b28b-3ace9d82d1da,11210697003,Sriracha Sauce,condiments,Sriracha hot chilli sauce,11210697003
559ee91e-6f54-545f-80a3-0dccdd74a4ac,3045320094008,Strawberry Jam,jams & spreads,Strawberry Jam by Bonne Maman,3045320094008
0da944df-e775-5690-8d65-9d5b4a06f692,3045320094084,Raspberry Conserve,jams & spreads,Raspberry Conserve by Bonne Maman,3045320094084
5e8d8c92-b0c9-5e4f-9f6a-594314470d7b,1103086260005,"Lingonberry jam, organic",jams & spreads,"Lingonberry jam, organic by IKEA",1103086260005
bf82b2c1-a10d-5cdf-b5e1-8bfc0c7c61bc,5014271390420,St Dalfour Mermelada de Frambuesa,jams & spreads,St Dalfour Mermelada de Frambuesa by ST DALFOUR,5014271390420
216225f1-dfa8-57d8-992b-749e520a8f15,3045320094015,Bonne Maman Strawberry And Wild Strawberry 370G,jams & spreads,Bonne Maman Strawberry And Wild Strawberry 370G by Bonne Maman,3045320094015
a8c2cdac-500f-5981-a66e-efc81ddff902,3045320094053,Bitter Orange Fine Sliced Marmalade,jams & spreads,Bitter Orange Fine Sliced Marmalade by Bonne Maman,3045320094053
deaf42fe-4493-586a-ba05-7e91a243f63c,4006424022365,stute no sugar added strawberry extra jam imp,jams & spreads,stute no sugar added strawberry extra jam imp by Stute,4006424022365
23d14860-9498-56ee-9d50-ddc213ddecf4,3560071495749,Confiture extra figues de Provence,jams & spreads,"Confiture extra figues de Provence by Carrefour, Reflets de France",3560071495749
321d492e-6a36-5514-bd67-4711dd77c146,4335619020979,Erdbeere Frucht-Aufstrich,jams & spreads,Erdbeere Frucht-Aufstrich by Lidl Preferred Selection,4335619020979
5670277e-dd9c-52e0-b304-7aeb6bdfac17,4088600090849,Classic Strawberry,jams & spreads,Classic Strawberry by Aldi,4088600090849
b1be0a9f-cbb7-55eb-9ef4-7269f8e69eca,5065008402114,Strawberry Jam,jams & spreads,Strawberry Jam by Fearne & Rosie,5065008402114
50a87220-7919-574f-9a72-693a53d24c06,3045320094022,Apricot Jam,jams & spreads,Apricot Jam by Bonne Maman,3045320094022
9c6906d1-b977-5686-8553-6e0da2d1cfff,20068196,Mexican Style Stir Fry Veg Mix,frozen vegetables,Mexican Style Stir Fry Veg Mix by Freshona,20068196
5942796e-186e-5121-b613-138f5f460455,5060419860003,Riced Cauliflower,frozen vegetables,"Riced Cauliflower by Fullgreen, Waitrose",5060419860003
65c3c1dc-aa9f-57e6-a305-9e4854ac6deb,5053947703836,Sweet potato fries,frozen vegetables,Sweet potato fries by Tesco,5053947703836
d2dea250-c2c1-5d51-bf16-b3e569ba23ae,5010228005218,LIGHTLY SPICED WEDGES,frozen vegetables,LIGHTLY SPICED WEDGES by McCain,5010228005218
6c9acb95-28b1-53f3-b194-b8503c0ba19f,4056489008248,BRITISH GARDEN PEAS,frozen vegetables,BRITISH GARDEN PEAS by Freshona,4056489008248
68e79028-d138-5f55-a3f2-188d2ea586ba,5000116107803,Steamfresh Family Favourite Mix,frozen vegetables,Steamfresh Family Favourite Mix by BirdsEye,5000116107803
9cdc0108-54a9-5e98-8980-ca34fa401b18,4056489749981,Country mixed vegetables,frozen vegetables,"Country mixed vegetables by Lidl, Freshona",4056489749981
238f9786-60be-5e59-b49c-7bba051bd340,20625511,Freshly frozen mixed vegetables,frozen vegetables,Freshly frozen mixed vegetables by Freshona,20625511
f57916fa-004f-5d6d-bfcd-88ab37231edc,5053526955151,Broccoli Florets,frozen vegetables,Broccoli Florets by Tesco,5053526955151
78cca17a-9ab9-5129-955e-1d1868f9d867,1689532,Cauliflower Cheese,frozen vegetables,Cauliflower Cheese by Sainsbury's,1689532
daefd259-0dfc-5ab6-9b19-2b863f838aef,5000116128846,Steam fresh,frozen vegetables,Steam fresh by Birds Eye,5000116128846
8f43030d-42c5-5c6e-a9d5-00e93037a0aa,5449000054227,Cocacola original taste,soft drinks,Cocacola original taste by Coca-Cola,5449000054227
5bf6eee8-0fc0-541d-ad9c-d0aa3bc7a6d8,5449000000439,Coca Cola Original taste,soft drinks,Coca Cola Original taste by Coca-Cola,5449000000439
57d8a259-e736-5422-b74e-287108555535,5449000131805,Coca-Cola Zero Sugar,soft drinks,Coca-Cola Zero Sugar by Coca-Cola,5449000131805
8526487d-c22e-5a63-a39f-735285f2ae0b,54491472,Original Taste,soft drinks,Original Taste by Coca-Cola,54491472
add817e0-489e-5f55-9bf6-c4c6b2307834,90162602,Red bull energy drink,soft drinks,Red bull energy drink by Red Bull,90162602
ce9d2b2c-f82a-5271-a442-d26b778a8367,3502110009357,Pepsi Max,soft drinks,"Pepsi Max by Pepsi zero, PepsiCo, Pepsi, Pepsi Max",3502110009357
a008d049-0022-5eb6-94b2-ba335a463f1d,5449000011527,fanta Orange,soft drinks,"fanta Orange by Fanta,The Coca-Cola Company,Coca-Cola",5449000011527
00066904-c12e-522e-abc6-ea4923c12812,40822938,"Fanta 0,5",soft drinks,"Fanta 0,5 by Fanta",40822938
8e9fb637-abed-535e-9a95-737f7d74857c,9414416305528,Villa Maria Sauvignon Blanc 2019,wine,Villa Maria Sauvignon Blanc 2019 by Villa maria,9414416305528
cc00b4f5-2b50-54e1-bfb7-1f172cd95b0b,20133177,2014,wine,2014 by St emilion grand cru,20133177
fc467a3c-f8e1-5435-b03b-49cf18085608,3296180005394,Recolte Rose Wine,wine,Recolte Rose Wine by La Vieille Fetme,3296180005394
df5bab7d-9b81-53af-95e7-63104c4e3c9d,5000232158017,wild pacific red salmon,wine,wild pacific red salmon by Princes,5000232158017
9eb71497-6b25-5dfc-aa74-055800dd1628,9311220004343,Red Blend from Australia,wine,Red Blend from Australia by 19 Crimes,9311220004343
cbc7173f-3b0f-5842-86c4-aaf746874c41,18341751109,Barefoot Merlot California,wine,Barefoot Merlot California by Barefoot,18341751109
3bf43943-ff79-56c0-808d-e1af804c213a,9322214006229,Yellow Tail Shiraz,wine,Yellow Tail Shiraz by yellow tail crafted by the Casella Family,9322214006229
a5811059-b98c-5ea3-915e-0f4de62bd06f,7790240072808,Trapiche Roble,wine,Trapiche Roble,7790240072808
337fb2aa-602b-5b5e-87ab-5263110ae294,85000017746,Red Wine,wine,Red Wine,85000017746
6fbdf50e-b87e-566d-90fa-6d75f909f086,8008440214065,NON-ALCOHOLIC BEER,beer & cider,NON-ALCOHOLIC BEER by BIRRA PERONI,8008440214065
7c6079a0-b304-5cbe-bd32-e7e9dc51ca9b,8410793066138,Damm Premium Quality Non Alcoholic Lager Beer,beer & cider,Damm Premium Quality Non Alcoholic Lager Beer by Damm,8410793066138
6e9bf19a-12bc-5535-88eb-c522244ccac3,4002103248118,Alkoholfrei,beer & cider,Alkoholfrei by Erdinger,4002103248118
43e656ab-c84d-5755-83d6-1a9b1b51a6a1,3155930006015,Desperados,beer & cider,Desperados by Desperados,3155930006015
b7f8e0dd-f4a5-5797-b7d6-cafe7e3d3f3a,8008440246004,ASAHI SUPER DRY,beer & cider,ASAHI SUPER DRY by Asahi,8008440246004
e598cf68-e7e8-59e9-9c1d-21726f0202d5,8008440210456,PERONI NASTRO AZZURRO,beer & cider,PERONI NASTRO AZZURRO by PERONI,8008440210456
4163e17b-b9ae-56ea-805d-7ab88aa8190d,5035766065425,440ML 10x CANS DESDE 1904 Cruzcampo SEVILLA CERVEZ,beer & cider,440ML 10x CANS DESDE 1904 Cruzcampo SEVILLA CERVEZ by Heineken,5035766065425
