stage_uuid,stage_id,product_uuid,sequence,stage_name,from_node,to_node,value_share
cac07748-8525-5984-98a9-06c8ace7cdf2,3036,0a15de31-291b-5958-9ae3-df33a8ddc1aa,1,olive grove to olive oil mill,b5c63658-82a0-572d-93e5-d814444a1716,084caf04-db81-5b2a-b21d-5e6991137750,0.4
c94161bf-e14e-55b7-b8fd-48ec63e6b141,3037,0a15de31-291b-5958-9ae3-df33a8ddc1aa,2,olive oil mill to supermarket,084caf04-db81-5b2a-b21d-5e6991137750,81a64a8e-daf7-5a7a-b946-248943a69755,0.6
897d17e5-6cf5-5581-89e4-f5f69331104b,3038,3002c67f-58b6-5264-8f3c-a18c781119c3,1,olive grove to olive oil mill,dba35c80-7cbc-5b21-8d4b-fce14cf2673b,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,0.4
ef4d12b6-230e-5afe-8f41-8ecbd7337135,3039,3002c67f-58b6-5264-8f3c-a18c781119c3,2,olive oil mill to supermarket,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,81a64a8e-daf7-5a7a-b946-248943a69755,0.6
6153fa12-b735-5a8d-9ba8-5a929f4abf3f,3040,106f6d0c-6738-5d2e-b830-2995d5247f0b,1,olive grove to olive oil mill,29e1aef6-b60d-5dae-9429-be8eea4ac7a0,b9587587-04bd-5ae3-9eca-8c383cd79acd,0.4
9409dcea-7fe1-576e-9cc7-e353d67f44bb,3041,106f6d0c-6738-5d2e-b830-2995d5247f0b,2,olive oil mill to supermarket,b9587587-04bd-5ae3-9eca-8c383cd79acd,81a64a8e-daf7-5a7a-b946-248943a69755,0.6
91496971-d9bc-5479-a6da-001f51d0332c,3042,ed34d684-f88b-5d1f-97e1-43270f576238,1,olive grove to olive oil mill,dba35c80-7cbc-5b21-8d4b-fce14cf2673b,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,0.3
5ca7d7c2-fe6f-5c80-931f-e7292e51f41f,3043,ed34d684-f88b-5d1f-97e1-43270f576238,2,olive oil mill to farm,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,b445a6af-cab9-5be1-a725-76181d364ee3,0.2
da3120aa-d96f-5273-baeb-2676b1aff032,3044,ed34d684-f88b-5d1f-97e1-43270f576238,3,farm to food plant,b445a6af-cab9-5be1-a725-76181d364ee3,2be84401-7717-5cc0-aa44-0dbaa5bc81cc,0.25
34d75a8a-c592-5e1d-bde0-8688ce5b95f6,3045,ed34d684-f88b-5d1f-97e1-43270f576238,4,food plant to supermarket,2be84401-7717-5cc0-aa44-0dbaa5bc81cc,81a64a8e-daf7-5a7a-b946-248943a69755,0.25
a1c700ac-299e-5126-9da5-44e5cb26eb5e,3046,0125daac-d72b-5f25-b5d7-22da72fff972,1,olive grove to olive oil mill,dba35c80-7cbc-5b21-8d4b-fce14cf2673b,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,0.4
647d6828-c37f-5f53-849c-7fc062c5066b,3047,0125daac-d72b-5f25-b5d7-22da72fff972,2,olive oil mill to supermarket,8553f58b-d01b-52cc-a0c1-b1810f2d0f32,6082428b-e916-559a-9ef8-309ded64b26a,0.6
894c5ac0-daba-5d10-8bac-9b694e77a6b6,3048,78405b39-97ea-53d1-b5fe-530d85d69d40,1,farm to cooperative,93cdd118-6620-5025-9210-7a01fc5a0a6a,3846ecf5-b4cc-577b-a5dd-cfe51bd5b12d,0.23
3776f6fb-1ab9-5251-af7e-1abd88a12193,3049,78405b39-97ea-53d1-b5fe-530d85d69d40,2,cooperative to roaster,99daba6b-a852-5de3-86f8-4e4837aace26,700afa92-35dd-5f54-8b89-225754f7720d,0.26
97516bb9-7409-5197-a3c4-82cc54c07fbf,3050,78405b39-97ea-53d1-b5fe-530d85d69d40,3,roaster to distributor,72093812-6992-5e2a-b399-b7b8fe8404a0,c44c2104-37a0-5a7e-b21b-4502f5382882,0.31
1c2183e7-d0c5-5ec0-a233-653cbd82447e,3051,78405b39-97ea-53d1-b5fe-530d85d69d40,4,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.2
4ef6e02e-c5f2-5a73-841e-e0dd9a75fd9a,3052,dddbada0-5761-57c9-902c-b60a13e7d9c2,1,farm to cooperative,107ed033-bffd-525b-9859-112982397af5,d0514e5c-d1f2-554f-b2cc-65acce57c157,0.1
62a8a70a-79f3-5c64-a081-d95a2cd67a77,3053,dddbada0-5761-57c9-902c-b60a13e7d9c2,2,cooperative to roaster,50c069fa-57c5-5283-96b8-172478cba003,f939b899-0898-5a02-a98a-97a325f219ec,0.3
df3ca879-9944-509f-a93f-66a929d2a021,3054,dddbada0-5761-57c9-902c-b60a13e7d9c2,3,roaster to distributor,027e9790-8866-5cf2-afcd-ffa39c869a5e,c44c2104-37a0-5a7e-b21b-4502f5382882,0.29
5272a038-7e84-5c90-ac98-9d8dcce64dd8,3055,dddbada0-5761-57c9-902c-b60a13e7d9c2,4,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,3463d30c-175a-54f6-b3c4-902bd313c4be,0.31
35411d9c-d5a0-5be2-8dde-0ce033baf79f,3056,0f4da2d5-6632-56c3-9779-5fc1f808e27d,1,farm to cooperative,ca78a04e-5aea-5dcd-a535-43e86c420556,5fbf5418-8344-594c-b00f-a6e42e8f6af7,0.24
49eedcfd-4f8a-573b-8cb8-e79292f03be5,3057,0f4da2d5-6632-56c3-9779-5fc1f808e27d,2,cooperative to roaster,ebd48fcb-e753-5440-93ca-f253ce86b67b,861e5607-7c8e-5071-ba2e-3a0450cb6365,0.33
bc5df6d4-030a-53c5-b952-c997c0390cd8,3058,0f4da2d5-6632-56c3-9779-5fc1f808e27d,3,roaster to distributor,0262eea2-ef2b-5897-8f62-090e84f9f82c,7325d674-5b55-50c0-af28-4f2299cace1a,0.16
53fc5240-d42c-5a87-a8db-de6ab47e9dc5,3059,0f4da2d5-6632-56c3-9779-5fc1f808e27d,4,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,096c265c-d191-5bd1-bef5-bb32ea1583bd,0.27
c1e5b850-3bf2-58dc-aa07-56d0030e89b2,3060,8ff7461c-f715-50b5-af20-94f94eac627b,1,farm to cooperative,aecd38a0-23f1-5486-a0bb-8a403b7704c4,6f4a171c-41aa-5135-b9a3-8e14050b9b64,0.12
45540681-3da1-5c9a-93cd-0dcbcffe28e4,3061,8ff7461c-f715-50b5-af20-94f94eac627b,2,cooperative to roaster,af0edc82-e2bf-5b33-bd69-a636bfcdc539,0291f084-f8ec-59e1-8ba6-06a6e569911d,0.13
b401ae17-0835-5429-b6ca-bff0ba0dd940,3062,8ff7461c-f715-50b5-af20-94f94eac627b,3,roaster to distributor,c75a1838-a321-567c-8107-ce6cfaaa6b55,6adacd0c-daae-58e4-9049-cd3b893f8764,0.32
99990687-f7fc-5dae-8cc3-08f068184b21,3063,8ff7461c-f715-50b5-af20-94f94eac627b,4,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.43
36fa3c32-ba69-5dc2-8557-443e7b7b22e8,3064,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,1,farm to cooperative,ba3fa82e-91a5-5fc2-8b98-93d104ab1161,f5905f48-bf3f-5122-bd8e-1c87ebad0e3f,0.39
42aec69d-7603-559f-a871-85445e4e0cdf,3065,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,2,cooperative to roaster,3acdf86f-2521-5c58-9d3b-2eb2a8ad0e3a,69240fbb-4d71-5ccf-af7c-3d0bb3e965eb,0.22
3311ab57-bafb-574f-a17c-86b99a9385d9,3066,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,3,roaster to distributor,44db27bc-6bf4-5106-a251-5128f7c8ca3b,4ff5d4b7-19c0-551f-905c-e925106ffbba,0.24
141e9ceb-c3b5-56b1-8f5d-b7b1b4bce732,3067,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,4,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,da074142-bbb3-59ba-88f1-cd35ccb7cfba,0.15
1522a415-29c5-5fe2-ab32-0adc43267df3,3068,c95520f4-65c0-569f-b1d4-8da67cf2d449,1,farm to cooperative,4b5bdfb5-f887-5428-960a-ea0db3fb09cd,713688e7-b48b-5fbd-b441-15b4f48f4d5d,0.19
3e2eb8a6-3dea-5b05-94d1-f8e53f913a08,3069,c95520f4-65c0-569f-b1d4-8da67cf2d449,2,cooperative to roaster,d0cd5894-ebe6-5260-a1f7-5c03e68cd205,6ada1d7b-52be-554d-8b1d-13f5fc3834ab,0.32
2cbc68f6-3cfe-58c2-90b3-15fea8ae2878,3070,c95520f4-65c0-569f-b1d4-8da67cf2d449,3,roaster to distributor,d837cd66-9a1d-529a-a6ac-cb9fa7850893,c44c2104-37a0-5a7e-b21b-4502f5382882,0.24
d5010bf3-8fd7-55b9-a830-efc468b87195,3071,c95520f4-65c0-569f-b1d4-8da67cf2d449,4,distributor to retailer,7325d674-5b55-50c0-af28-4f2299cace1a,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.25
8bb0bc88-7327-5d8a-a8cb-49329cdfd167,3072,003f4e82-b4e2-5a44-98f2-f1afec956d5f,1,farm to cooperative,fd500181-3ebd-58ad-b343-0307aaa83522,6c9a5070-de4a-55ad-97af-96c66d86d927,0.31
45de73d3-49b5-570c-9753-373d79e56049,3073,003f4e82-b4e2-5a44-98f2-f1afec956d5f,2,cooperative to fermentation plant,bad3eebd-4a49-51f0-935b-30d3ba6208f5,c2c0db91-6de4-5cc7-8588-ec9fd5d64e3d,0.14
298e9c74-1494-5951-b323-89a17d33bb9c,3074,003f4e82-b4e2-5a44-98f2-f1afec956d5f,3,fermentation plant to factory,1287c7f5-ad18-5460-a907-154695df1ab6,88c3612e-ee27-5608-aa8e-a68bc5b5c3bc,0.19
fb2b6752-8f19-517b-8dc9-0e5be264e864,3075,003f4e82-b4e2-5a44-98f2-f1afec956d5f,4,factory to distributor,b06ab02c-1dea-5d00-9aed-74f4a76828c3,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.21
44266caa-c919-52f5-93f8-f70d32cb88fe,3076,003f4e82-b4e2-5a44-98f2-f1afec956d5f,5,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,0bd700ff-a0c0-58bb-9b35-fc283d9cd3ff,0.15
1002d6eb-ffd6-578e-95ab-24b5c15b15ea,3077,f9f68da6-9b15-5435-abb9-6b15107c0f7d,1,farm to cooperative,152b9d4d-3c98-5bde-9142-40494bbfcd15,389bb77c-59c5-5b34-9e47-d99c30655262,0.28
923233a9-e2be-52a9-8326-413e1478497b,3078,f9f68da6-9b15-5435-abb9-6b15107c0f7d,2,cooperative to fermentation plant,d2aaf108-ae74-55b6-9f3f-900ab1cfd9c8,a5845e3f-e66a-5be3-b042-a239a7f34231,0.15
e99a1f7b-cd8f-54d5-8308-3b7499585b40,3079,f9f68da6-9b15-5435-abb9-6b15107c0f7d,3,fermentation plant to factory,e578b91b-557b-56f9-bc90-32f8151e409e,0f585b72-5e71-521f-8080-61a86a9f0170,0.29
2359703a-abba-5bce-8480-eb3dc8a72279,3080,f9f68da6-9b15-5435-abb9-6b15107c0f7d,4,factory to distributor,51d141aa-9506-5509-8f4b-385cebd46eda,7325d674-5b55-50c0-af28-4f2299cace1a,0.15
150807c8-ec1a-5927-8418-663e1be93421,3081,f9f68da6-9b15-5435-abb9-6b15107c0f7d,5,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,3463d30c-175a-54f6-b3c4-902bd313c4be,0.13
4d524442-ee00-5b2d-87d9-de53955417cc,3082,5271b173-1b57-5ace-bb35-4253a712a456,1,farm to cooperative,4f14cd93-d107-53d4-a612-7bb96a937fe6,c7784b45-6ba9-59d2-80bd-a613b0a7aab5,0.12
6e0161ba-e913-5e80-aa13-d8fa90e1cbbb,3083,5271b173-1b57-5ace-bb35-4253a712a456,2,cooperative to fermentation plant,68d91cf5-ff09-5c7a-9b6c-adb7fb80d8e4,9fa0921e-6367-57c3-bc8f-68fed0a897d7,0.26
050200a1-7476-511a-a7ec-61d25b1c7c9c,3084,5271b173-1b57-5ace-bb35-4253a712a456,3,fermentation plant to factory,6602b575-96b0-5c3a-afb5-dd5ea53e9929,903a19f1-5393-55fa-ae9d-4adf19154e4a,0.27
9178c0e0-aa2d-5791-af3c-1302a2297910,3085,5271b173-1b57-5ace-bb35-4253a712a456,4,factory to distributor,775dd4f2-8bec-5f1f-9145-211791bd7a85,c44c2104-37a0-5a7e-b21b-4502f5382882,0.16
93a9ba6c-aaaa-563b-893a-972126357bc7,3086,5271b173-1b57-5ace-bb35-4253a712a456,5,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.19
c4f4ee72-c8a4-54f2-aa6d-e968acbb5f49,3087,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,1,farm to cooperative,05996e28-0fca-5b80-ad28-aa6bad38e420,4040aabd-71d2-5776-aaad-59468ebef381,0.15
c1f3bbe7-3aaf-5b84-bf14-73432c722ef5,3088,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,2,cooperative to fermentation plant,4702ceb9-6cd1-5980-a806-0ce5be5a8017,d17e1a2d-982a-53ef-8ee1-c6474034c64a,0.25
bfcf074c-5625-54c4-a954-32a94aefda4d,3089,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,3,fermentation plant to factory,562eb118-bbd4-55cd-8b31-abd21e73cbc1,dc755f10-4d02-5140-a233-16d1be18f659,0.2
df6b278a-b409-5109-ab07-5b026a766db6,3090,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,4,factory to distributor,91ffd45b-d752-566d-b0ba-54c9708ca77e,4ff5d4b7-19c0-551f-905c-e925106ffbba,0.16
0a0c41c4-cee0-5b2b-aebc-91edb9e6566d,3091,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,5,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.24
8ca9897b-960f-5a20-be67-6902bdd5ee7e,3092,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,1,farm to cooperative,26efee29-ea0a-544f-887b-7a0118e789b5,3f7007d9-1c43-5191-8dbd-be95e98ada74,0.28
be5d5f8c-f86e-53e6-9f9b-b181b7d11c0b,3093,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,2,cooperative to fermentation plant,0586602a-77c0-59c7-a110-3c0ac6f26080,d344984d-109d-58f1-967a-c10b8e96dad7,0.15
eefc1c42-cd2d-55eb-bbe3-06b7ac0898c8,3094,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,3,fermentation plant to factory,5ea06734-4145-5639-b75e-87aa70440c55,60446dfd-8a66-59af-a9c8-71d6ee6c5da4,0.17
fba29b8a-b0aa-5bc5-a59b-2f20b94cb0b0,3095,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,4,factory to distributor,1da372c8-d952-5ca1-ac47-72dd9480bf08,c44c2104-37a0-5a7e-b21b-4502f5382882,0.11
ba1f897c-4762-5594-ae05-b74aee9e2311,3096,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,5,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.29
eaf19b6e-6abe-5082-ba12-a6d68ceb7a0a,3097,fef23aa6-b573-5344-ab81-88eac69e1829,1,farm to cooperative,24ae9efe-971c-54ce-bc62-21043d039183,7f35946d-8672-5c68-9cd2-ec078b48fd92,0.21
0a1dca3d-c1ff-56d6-bcc3-a2d6348b0204,3098,fef23aa6-b573-5344-ab81-88eac69e1829,2,cooperative to fermentation plant,0acb0d3a-9ce6-5757-890a-d3cc75499177,68c37bf6-5a85-574f-80f1-2c427a28ca52,0.29
562c7f58-78c7-5849-8708-faf0cc7fb6d4,3099,fef23aa6-b573-5344-ab81-88eac69e1829,3,fermentation plant to factory,a78a2f12-9d1f-54ec-85f7-8f4aec08463d,ae0f6681-9635-54d5-b593-14f53cac9ac9,0.14
0cf5dfcd-bfd3-512e-8161-b8dc4cc5b5c3,3100,fef23aa6-b573-5344-ab81-88eac69e1829,4,factory to distributor,155dc067-8576-5ab9-93f0-6f447a354178,6adacd0c-daae-58e4-9049-cd3b893f8764,0.23
996b8340-c57f-5cb5-8bd4-3fac39d3f2bd,3101,fef23aa6-b573-5344-ab81-88eac69e1829,5,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,da074142-bbb3-59ba-88f1-cd35ccb7cfba,0.13
9eb5adde-98a8-59dc-9b19-e9e106df6faa,3102,1723325b-fef7-503e-b9d7-846e7c92802b,1,farm to cooperative,5bed2ac1-e6e0-54c6-9a35-d36a20cc7976,5d5f5556-66f6-5c76-a96e-fa018ba4aa13,0.27
2f8f1c09-1a95-50ef-9297-b917a64425c8,3103,1723325b-fef7-503e-b9d7-846e7c92802b,2,cooperative to fermentation plant,6a4571ea-0d90-54e3-a9fd-35fdd7f35acd,0c62e1d1-1cb5-5633-b979-b73bdf98bf81,0.08
3b6020a4-9c5e-5f6b-b70f-d84bf25c4f82,3104,1723325b-fef7-503e-b9d7-846e7c92802b,3,fermentation plant to factory,cbca4d53-f3ed-53e2-92ff-7e32327b195d,833cc820-1523-5fae-abc4-3dfdb5285f7e,0.14
2ffa3a8a-ad52-5379-82cb-158ed08b6fa6,3105,1723325b-fef7-503e-b9d7-846e7c92802b,4,factory to distributor,203d8246-d14e-5b01-bea2-eb6c4c7e4e6d,7325d674-5b55-50c0-af28-4f2299cace1a,0.28
c8b40571-b118-5d14-ace4-0a40bdf33df1,3106,1723325b-fef7-503e-b9d7-846e7c92802b,5,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,0ebfb33d-b894-5771-918e-632c9379113d,0.23
49baf03d-544c-5b1e-953c-cdffd1313606,3107,b79bf84a-4cec-5a85-8a73-c88019ba0a54,1,farm to cooperative,049ec500-7d05-5758-814b-fb75b44728b0,b5aab403-6437-5739-ad5e-d7d6e39e5e94,0.29
5f8e60f4-b158-5d51-8b2d-4b85dadb78b6,3108,b79bf84a-4cec-5a85-8a73-c88019ba0a54,2,cooperative to fermentation plant,bd082fe1-bd71-588d-9a78-08b5a116baf8,5c8bedf0-e4d9-5eba-b470-b3d7c9c8867f,0.11
c5aac7ab-90df-51e5-8af0-bc3b4e63a276,3109,b79bf84a-4cec-5a85-8a73-c88019ba0a54,3,fermentation plant to factory,04233726-2e5f-5b1b-a35a-45a400c91f8e,d70b53eb-433a-5ba7-8c7d-73898f69ab94,0.1
