prod_ing_uuid,product_uuid,ingredient_uuid,proportion,origin_country
ccf51613-df77-5483-b1fe-f16a03ecedc8,8bdb0aa5-c595-5ae2-a847-a05e932417fc,8ac04a21-4fab-5179-a532-1acfdc5e209d,0.8,unknown
c35cf0a7-0f69-522b-90df-abbe11a330c2,8bdb0aa5-c595-5ae2-a847-a05e932417fc,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.19,unknown
98492291-68b4-519f-bfcc-684d3f717543,8bdb0aa5-c595-5ae2-a847-a05e932417fc,e33d05a9-6ae3-5d28-a368-bf440fe840a9,0.01,unknown
8a59fce7-e59c-58ea-8acf-970f38eec7bf,e4d6eb7e-1984-594e-afea-fd7a5f396ffc,f2854c8b-1c44-53a0-a8f4-7dab1fd7361d,1.0,south africa
5bfa3d1d-4efe-5cc1-9a07-cfa00f529301,0a15de31-291b-5958-9ae3-df33a8ddc1aa,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,italy
5c0c0d7b-f2d6-52b6-b106-bbcdccb23097,b23b6fc9-9c23-5e6d-bcd7-7db42db4fa00,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,italy
0a741695-d39d-59bd-989f-f99dd3bca9f0,5405ddf3-f069-5d01-8c2d-85fc9656e000,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,italy
2ff7e33e-4410-5135-b770-4fd2d0ad6c25,a813183b-0597-513e-b963-3f339221a4f1,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,spain
c5d555b0-7d08-58f3-babb-cc493a9ebf48,d422e9a5-6975-5596-aff5-001b831baae3,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,tunisia
b2a41d55-1a59-5bf3-99d9-ff052732a5c1,654bce11-3fb7-5f7e-b356-880ca1f8da1f,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,spain
7c3b110e-1d95-5d63-a559-492fedc3a08b,eabfe782-d96b-5092-b568-988710c2a215,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,italy
bf2b84d8-7dbd-526e-b2a8-94f0ce0b7d87,3002c67f-58b6-5264-8f3c-a18c781119c3,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,spain
3719c43a-72ec-5f24-b8a9-e85b8e01911b,106f6d0c-6738-5d2e-b830-2995d5247f0b,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,greece
2b136e31-f963-5df9-a73d-4adf17b31d72,0125daac-d72b-5f25-b5d7-22da72fff972,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,spain
ca98cbe9-48e9-5f26-bd40-e9daee4e043c,fcc5b1a8-ba84-560e-b6b4-dcafd2e6bb27,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,1.0,spain
e792a783-c7c4-5b85-a01b-8dd51a98bb6e,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,52615504-f74f-57a2-890a-9dbd811604e5,0.56,united kingdom
8cbfdfbd-2775-57c0-9018-b513e99c4420,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,48e1ad80-d6f5-506c-b9f5-4a85ec8fe5df,0.4,spain
6186c52f-eae7-512e-a4d2-2455ed810faf,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,f592e3b1-8592-54c7-abc3-ef0bd82e419a,0.015,united kingdom
4b5b224e-2d27-5308-bb97-35dfb3f6b7a3,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,4f4aa0c8-73c4-52b6-80f0-312937bec59b,0.01,united kingdom
a7b2d448-bd3f-5ff8-83b0-f4af8be43696,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,2a814dcf-c0ba-5a23-94c6-8fe19c0d6fb5,0.005,united kingdom
1cf7b949-40b3-5cbc-94a1-78b3c3230ff6,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,e148ae1a-2d09-50e0-b91d-7d58ef251aa0,0.005,ukraine
22f2d334-8b7c-5d78-9290-88f5da1019db,2f5aaf4d-f290-52b2-ae38-e6cb07f8ba63,074563e4-21b3-5890-ab5a-a585f233c248,0.005,united kingdom
037b75c9-9857-588e-bc5a-16e655cbb3f6,1af5443d-c28c-5c21-b16a-abf2419a836f,e8e6a3a9-62ec-5c99-884c-40012ee8dc33,0.85,spain
bedb0581-e1cf-5a8b-b71b-6577dfcf76dd,1af5443d-c28c-5c21-b16a-abf2419a836f,b129e130-2652-5e12-8c8e-2b70b9c42565,0.15,spain
a65d83d0-f33c-5916-b159-b00d74f9ae4d,92e0d302-ffa7-564f-8e9b-20af711d405f,161299dd-6d7d-546d-a7f9-7180dc7b3001,1.0,spain
4d94d012-83a5-5cca-bb6f-f90eb5f3ef63,ed34d684-f88b-5d1f-97e1-43270f576238,80c2331a-cb42-5bba-b6f3-0847fda7e6c7,0.85,united kingdom
ef5dc46e-2ad5-541a-bb0a-bcfbb212ab84,ed34d684-f88b-5d1f-97e1-43270f576238,b29aeed7-6a45-5c2a-9c9d-04d46e50b0b9,0.15,spain
da967059-0ff0-53c2-b464-ec9dc11aab14,78405b39-97ea-53d1-b5fe-530d85d69d40,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,costa rica
bf50c1b2-96fa-5b4c-afba-be57eacf32b9,78405b39-97ea-53d1-b5fe-530d85d69d40,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,ethiopia
5d90cc1c-b8c3-5180-83c9-9caf6c9452d0,78405b39-97ea-53d1-b5fe-530d85d69d40,52615504-f74f-57a2-890a-9dbd811604e5,0.34,ethiopia
c3400b53-83dd-5f6e-a939-801f29cbeef9,dddbada0-5761-57c9-902c-b60a13e7d9c2,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,costa rica
96302eaf-78da-50e2-b8ac-a7b239b76bbb,dddbada0-5761-57c9-902c-b60a13e7d9c2,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,brazil
a479dc23-75b7-50af-8c12-901855082149,dddbada0-5761-57c9-902c-b60a13e7d9c2,52615504-f74f-57a2-890a-9dbd811604e5,0.34,colombia
521ce1ec-b733-59b0-aee5-54a26cd42fff,0f4da2d5-6632-56c3-9779-5fc1f808e27d,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,colombia
b1809864-c121-5eb9-a5e2-eadf054ea670,0f4da2d5-6632-56c3-9779-5fc1f808e27d,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,colombia
4d4f9248-d51e-5a84-b0d0-273437f2b0b8,0f4da2d5-6632-56c3-9779-5fc1f808e27d,52615504-f74f-57a2-890a-9dbd811604e5,0.34,costa rica
bd4317c7-5a50-53bf-9e6b-30484a306270,8ff7461c-f715-50b5-af20-94f94eac627b,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,ethiopia
f9009ec7-b643-571e-901a-f8172d1f02e2,8ff7461c-f715-50b5-af20-94f94eac627b,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,costa rica
ca05063e-c7a9-51cf-a02a-e18e8f8f193d,8ff7461c-f715-50b5-af20-94f94eac627b,52615504-f74f-57a2-890a-9dbd811604e5,0.34,costa rica
440124c4-4a71-5ff5-9c84-c45f2373a6ba,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,kenya
d895fb98-5eb9-5e35-9d1d-92c8c87effb4,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,ethiopia
4d4fbd1e-3247-5a94-a89b-68635e4b0b55,4a5e0aa7-ba80-502b-aef7-b3c508c3a15d,52615504-f74f-57a2-890a-9dbd811604e5,0.34,kenya
18d14a55-dde7-55a3-a2c1-0026a783b062,c95520f4-65c0-569f-b1d4-8da67cf2d449,2b27212d-54bd-5f1a-a2ea-4bba813b0d5c,0.33,vietnam
cf889f6e-6ec7-5e12-bfa9-668ba625b198,c95520f4-65c0-569f-b1d4-8da67cf2d449,fa330dc8-9b8a-56a3-812d-936c4fe52f8a,0.33,ethiopia
90de90ad-3617-56dc-afc8-3d0fed932859,c95520f4-65c0-569f-b1d4-8da67cf2d449,52615504-f74f-57a2-890a-9dbd811604e5,0.34,ethiopia
977b7d79-c3e1-5843-8acd-dc65bb2f2fa9,003f4e82-b4e2-5a44-98f2-f1afec956d5f,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,ghana
60160491-37c0-5b44-93ad-39edde9f6bae,003f4e82-b4e2-5a44-98f2-f1afec956d5f,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,ivory coast
39bd9aca-f775-5cb9-9b17-bd78006cc46e,003f4e82-b4e2-5a44-98f2-f1afec956d5f,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,ivory coast
63bbadb3-86e0-5d31-b9e1-9af72aa7d806,003f4e82-b4e2-5a44-98f2-f1afec956d5f,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,nigeria
e064f117-5d58-5569-90a7-f50f8b292675,003f4e82-b4e2-5a44-98f2-f1afec956d5f,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,nigeria
4f49426a-3d8e-5b3e-952d-d8b720778377,f9f68da6-9b15-5435-abb9-6b15107c0f7d,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,ghana
60e67921-514a-5c5a-8b80-e53467a97f31,f9f68da6-9b15-5435-abb9-6b15107c0f7d,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,nigeria
ee3ce195-db4b-502e-8fc9-c68b74a40528,f9f68da6-9b15-5435-abb9-6b15107c0f7d,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,ivory coast
805cdebb-644d-5cbb-ba61-b64676f6db87,f9f68da6-9b15-5435-abb9-6b15107c0f7d,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,cameroon
7b8e877a-bba6-52c3-9341-7e9a1c967539,f9f68da6-9b15-5435-abb9-6b15107c0f7d,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,cameroon
dc142fe9-f604-5880-9ed3-616be79b1113,5271b173-1b57-5ace-bb35-4253a712a456,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,cameroon
7cf5018c-3f27-5c8b-957f-e87ab9349989,5271b173-1b57-5ace-bb35-4253a712a456,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,nigeria
f115ac46-542c-5c85-bb3e-e235abc0e468,5271b173-1b57-5ace-bb35-4253a712a456,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,peru
bef11790-41ff-5003-81f6-0c73948bffdf,5271b173-1b57-5ace-bb35-4253a712a456,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,ivory coast
4016f029-5f14-5dd6-b51d-f11365e03181,5271b173-1b57-5ace-bb35-4253a712a456,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,peru
9b7cc99c-9503-5a03-9091-c5d52af30aae,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,nigeria
51cb7345-e329-55c3-8497-bb28d2d055e2,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,ecuador
a006ac2a-c63c-5538-a8cc-200ba2aa3c17,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,ghana
f8063df9-2c09-518e-96aa-b71b9b3515da,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,ivory coast
ad912274-7fb9-5eca-b17b-c7a1314ab917,0caebd2f-fcdc-5ed7-81c6-f4c16e982e3c,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,cameroon
3ce71965-c3eb-57c6-a983-9e9348233cda,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,peru
d5044620-059c-5e63-8262-a5d17fe600c9,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,ecuador
ebdcbabf-8ce6-580c-8274-458bf1cf6806,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,ecuador
a2fe9028-75c9-5c5d-92a4-cd24df05c523,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,ivory coast
07927ed3-21eb-57d6-9fca-af49ac7432c1,fa0f8c2e-a6fe-5906-a148-ae3a1ecf42a9,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,ivory coast
48ad6326-dbd8-56d3-a345-ca3dad900fd2,fef23aa6-b573-5344-ab81-88eac69e1829,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,ecuador
807e0a04-201f-540e-8596-a5a10f324e45,fef23aa6-b573-5344-ab81-88eac69e1829,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,ghana
761ecfc9-6a27-56d1-b7a7-709fd72f0e84,fef23aa6-b573-5344-ab81-88eac69e1829,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,ghana
9d6f47a4-d0b4-5dd4-ba64-bfb58b80a0c9,fef23aa6-b573-5344-ab81-88eac69e1829,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,peru
8eb8750a-8c37-5b84-8011-4de2c80e82d9,fef23aa6-b573-5344-ab81-88eac69e1829,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,ghana
273ad438-c0ad-5c6a-b14d-1d4625e8fbce,1723325b-fef7-503e-b9d7-846e7c92802b,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,ecuador
040e1918-a8fa-565e-ac1b-d38ada21c559,1723325b-fef7-503e-b9d7-846e7c92802b,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,ecuador
55dc457f-8187-5104-a092-6127aee21d6e,1723325b-fef7-503e-b9d7-846e7c92802b,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,nigeria
02836ff8-8965-5ecd-96c1-cd609e04bb78,1723325b-fef7-503e-b9d7-846e7c92802b,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,ecuador
816ade12-d891-577e-af5a-d781c9ef5887,1723325b-fef7-503e-b9d7-846e7c92802b,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,ghana
f1ffa082-b192-5b51-b2ba-0aae63d5aab5,b79bf84a-4cec-5a85-8a73-c88019ba0a54,4b737ffb-8c4f-50d3-9a57-7b4fffa3d8ad,0.2,cameroon
9d85a66a-e9e5-5514-999b-868c87688df9,b79bf84a-4cec-5a85-8a73-c88019ba0a54,cc444326-9f97-52d0-8699-e77ebf4dd61e,0.2,peru
71c3f68b-80cc-5510-85c7-bf7722085687,b79bf84a-4cec-5a85-8a73-c88019ba0a54,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,nigeria
83d36108-8e90-5835-8df7-a15e3ccb7169,b79bf84a-4cec-5a85-8a73-c88019ba0a54,af6c1922-664b-5fc4-9291-3e7562a3e171,0.2,ghana
595c9263-89fa-564e-a69a-fb66ede96fbc,b79bf84a-4cec-5a85-8a73-c88019ba0a54,25a4380b-f6cd-5ec4-a50a-1a10445a39bf,0.2,peru
70cccea7-017a-5349-a28b-2d854ece6735,f4f300ef-b389-5560-bb6e-c3c451b7de68,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,india
98896aaa-4289-5db1-8d45-47a8122502d8,f4f300ef-b389-5560-bb6e-c3c451b7de68,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,indonesia
bcbc3571-0862-5acc-a1b0-7484d310fcb0,f4f300ef-b389-5560-bb6e-c3c451b7de68,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,sri lanka
19b55c45-311e-5318-ae79-fbaf836aac0a,f4f300ef-b389-5560-bb6e-c3c451b7de68,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,malawi
c8ade26d-4df1-5fc6-b115-1b15a9b13257,f4f300ef-b389-5560-bb6e-c3c451b7de68,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,indonesia
c50f4ce8-bddb-5aeb-a1ff-026fd4b7a4ec,dca58130-590f-5720-8bf7-275a44323630,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,sri lanka
a7107227-973c-58d2-bc30-2214ab275f6c,dca58130-590f-5720-8bf7-275a44323630,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,indonesia
98c70a26-4930-5357-9163-af2c82759d20,dca58130-590f-5720-8bf7-275a44323630,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,kenya
5f508801-8bd1-510a-a13c-4baf921d0055,dca58130-590f-5720-8bf7-275a44323630,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,malawi
8140d879-a604-5c6e-92d6-dacd6baf4182,dca58130-590f-5720-8bf7-275a44323630,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,india
52a2da46-874f-5eac-bc53-1b03f40f6540,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,india
8656ae77-b180-525b-8ce4-eb383fa7b0a2,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,malawi
6e7a0de5-e524-589c-947d-27fe5b55a346,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,kenya
3f408c6c-c33f-532f-800c-e67018acf2af,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,sri lanka
8a72c1ff-13b7-5fec-8f0f-35c2b6ab8ae4,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,india
fb49b7c3-f639-5094-8431-51bb3b5fc824,4a6cf708-9818-59e5-9dac-8a10103e17d7,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,kenya
74b31c5a-ccf8-5085-a86f-34af620be719,4a6cf708-9818-59e5-9dac-8a10103e17d7,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,india
2b2cb44d-090d-5599-a6bb-2e747552e483,4a6cf708-9818-59e5-9dac-8a10103e17d7,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,china
16f22f20-c54b-5f28-8af6-48e4247085c5,4a6cf708-9818-59e5-9dac-8a10103e17d7,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,sri lanka
2674a36c-9e48-52b1-b324-1324f72fe044,4a6cf708-9818-59e5-9dac-8a10103e17d7,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,china
d53bc576-c0c3-5c2f-a077-bfbe966d8415,50ede61f-eb51-5ebe-be90-41f1717188a9,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,malawi
149815c6-5128-54a5-a4f3-42168337a4aa,50ede61f-eb51-5ebe-be90-41f1717188a9,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,sri lanka
462c669c-3163-5cef-ab36-7422377782f1,50ede61f-eb51-5ebe-be90-41f1717188a9,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,kenya
5e035713-fb7a-58a6-987d-6e6960aecfc1,50ede61f-eb51-5ebe-be90-41f1717188a9,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,sri lanka
47b7e54c-5348-5242-a8f5-42f944416087,50ede61f-eb51-5ebe-be90-41f1717188a9,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,sri lanka
8dd44881-6d17-5164-b576-c8fbcac95da7,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,kenya
c6adf3d3-6373-5eff-9de1-77586a57f1f6,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,malawi
af2ffae5-8889-56fb-8595-dc57bb948308,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,sri lanka
1252a4a3-0ec7-5c68-94bb-a97d008b7e31,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,malawi
c4a09437-c4ce-50bd-9edc-511f95eda063,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,malawi
8caaeb48-fe97-582e-9d7f-f34c3c62350c,9cd0f172-1894-5f09-91de-8f321e47c38e,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,malawi
a7b97c9c-dfeb-57d9-a0fc-bd4932e68558,9cd0f172-1894-5f09-91de-8f321e47c38e,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,india
c9a98f27-289a-5702-8375-758b8376d22c,9cd0f172-1894-5f09-91de-8f321e47c38e,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,indonesia
2e5ad09d-aa8c-514e-bc7e-b0ca3b5897a8,9cd0f172-1894-5f09-91de-8f321e47c38e,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,malawi
f95b7bb2-05bb-58b3-8085-da0e57a0315d,9cd0f172-1894-5f09-91de-8f321e47c38e,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,kenya
d633a4c5-4841-56ad-969a-4867b396209a,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,indonesia
5c9b4975-0a9e-5359-9667-64eaf729ac85,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,malawi
36fa3686-cf49-59ab-8cd1-4eaa31a6575d,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,kenya
ee1190c4-3e2f-5e45-84a2-6affe66a653f,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,kenya
6d514566-f354-5ef0-a6e9-fe1444efc7c3,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,china
467169b2-4b67-55f7-b28d-7e02cb19287b,0a1643b2-fff8-573e-a5af-f2575ccd431d,f865f0b1-dd43-5d07-a751-70925e2293d3,0.2,china
be882eee-69e8-58b2-b49e-2eebca68a5ef,0a1643b2-fff8-573e-a5af-f2575ccd431d,c2b2d4aa-0513-5028-ae28-7f9e3cc31f9e,0.2,sri lanka
c1c70a56-cec7-524e-a273-ccecf3325c3f,0a1643b2-fff8-573e-a5af-f2575ccd431d,f212dc62-0dc0-5215-b73d-9b29814dd03f,0.2,malawi
f3970a64-f4c6-5072-9c2f-f3e075c2563a,0a1643b2-fff8-573e-a5af-f2575ccd431d,d9e879b2-1194-56de-a698-32f3c04c691c,0.2,malawi
82b52e37-0669-5a7c-bdbd-00ac4310f898,0a1643b2-fff8-573e-a5af-f2575ccd431d,72a5dfaf-ce88-5ac5-b3fa-a5abe0f9642c,0.2,indonesia
14b7e368-f22d-5a08-9a89-4da66ca96736,45cbbf5f-794d-5bd9-8dbb-0d6872239325,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,spain
6da48438-6d69-502f-a860-8f45ab986b46,45cbbf5f-794d-5bd9-8dbb-0d6872239325,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,mexico
07d00698-7ce5-5ee1-8faa-00e4c3f3cd71,45cbbf5f-794d-5bd9-8dbb-0d6872239325,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,south africa
52e2b7ed-36f3-5bee-b9f1-9d6c459bc174,45cbbf5f-794d-5bd9-8dbb-0d6872239325,52615504-f74f-57a2-890a-9dbd811604e5,0.2,brazil
c7fd17aa-f575-553d-abde-68b035f0a8d6,45cbbf5f-794d-5bd9-8dbb-0d6872239325,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,spain
6b656283-7688-5033-bf3b-a854bbcdb373,a69a1bd6-2f15-5964-8de3-a83f35b40078,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,brazil
8cd27ef9-bf7b-576b-a8d4-159a3381d5c8,a69a1bd6-2f15-5964-8de3-a83f35b40078,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,south africa
24606769-bfae-52fc-b7ba-7c2762be9dfc,a69a1bd6-2f15-5964-8de3-a83f35b40078,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,united states
